Unnamed: 0,Buy
19194,0
19195,0
19196,0
19197,1
19198,0
19199,0
19200,0
19201,0
19202,0
19203,0
19204,1
19205,0
19206,0
19207,0
19208,0
19209,0
19210,0
19211,1
19212,1
19213,0
19214,1
19215,0
19216,0
19217,1
19218,0
19219,0
19220,0
19221,1
19222,0
19223,0
19224,1
19225,0
19226,0
19227,0
19228,0
19229,0
19230,0
19231,0
19232,0
19233,0
19234,0
19235,0
19236,0
19237,1
19238,0
19239,0
19240,0
19241,1
19242,0
19243,0
19244,0
19245,1
19246,1
19247,0
19248,0
19249,1
19250,1
19251,1
19252,0
19253,0
19254,0
19255,1
19256,0
19257,0
19258,0
19259,0
19260,0
19261,0
19262,0
19263,0
19264,1
19265,0
19266,1
19267,0
19268,1
19269,0
19270,0
19271,0
19272,0
19273,0
19274,0
19275,0
19276,0
19277,1
19278,0
19279,1
19280,0
19281,0
19282,0
19283,0
19284,0
19285,0
19286,0
19287,0
19288,0
19289,0
19290,0
19291,0
19292,0
19293,0
19294,1
19295,0
19296,0
19297,0
19298,0
19299,0
19300,0
19301,0
19302,0
19303,0
19304,0
19305,0
19306,0
19307,0
19308,0
19309,1
19310,1
19311,0
19312,0
19313,0
19314,0
19315,0
19316,0
19317,0
19318,0
19319,1
19320,1
19321,0
19322,0
19323,0
19324,0
19325,0
19326,0
19327,0
19328,1
19329,1
19330,0
19331,1
19332,0
19333,1
19334,0
19335,0
19336,0
19337,0
19338,0
19339,0
19340,0
19341,0
19342,1
19343,0
19344,0
19345,0
19346,0
19347,0
19348,0
19349,0
19350,0
19351,0
19352,0
19353,0
19354,1
19355,0
19356,0
19357,0
19358,0
19359,1
19360,1
19361,1
19362,1
19363,0
19364,0
19365,1
19366,0
19367,0
19368,0
19369,1
19370,1
19371,0
19372,0
19373,1
19374,0
19375,0
19376,1
19377,1
19378,0
19379,0
19380,0
19381,0
19382,0
19383,0
19384,0
19385,1
19386,0
19387,0
19388,0
19389,1
19390,1
19391,0
19392,0
19393,0
19394,0
19395,0
19396,1
19397,0
19398,0
19399,0
19400,0
19401,1
19402,0
19403,0
19404,0
19405,0
19406,0
19407,0
19408,0
19409,0
19410,0
19411,0
19412,0
19413,0
19414,0
19415,1
19416,0
19417,0
19418,0
19419,1
19420,0
19421,0
19422,0
19423,0
19424,0
19425,0
19426,0
19427,0
19428,0
19429,0
19430,0
19431,0
19432,0
19433,0
19434,0
19435,0
19436,1
19437,1
19438,0
19439,0
19440,0
19441,0
19442,0
19443,0
19444,0
19445,0
19446,1
19447,0
19448,0
19449,0
19450,0
19451,0
19452,0
19453,0
19454,1
19455,0
19456,0
19457,0
19458,0
19459,1
19460,0
19461,0
19462,0
19463,1
19464,0
19465,0
19466,0
19467,0
19468,0
19469,0
19470,0
19471,1
19472,0
19473,0
19474,0
19475,1
19476,0
19477,0
19478,0
19479,0
19480,1
19481,0
19482,0
19483,0
19484,0
19485,1
19486,0
19487,1
19488,0
19489,0
19490,0
19491,0
19492,1
19493,1
19494,0
19495,0
19496,0
19497,1
19498,0
19499,0
19500,0
19501,0
19502,0
19503,0
19504,1
19505,1
19506,0
19507,0
19508,0
19509,0
19510,0
19511,0
19512,0
19513,0
19514,1
19515,0
19516,0
19517,0
19518,0
19519,0
19520,0
19521,0
19522,0
19523,0
19524,0
19525,0
19526,0
19527,0
19528,0
19529,0
19530,0
19531,0
19532,0
19533,0
19534,0
19535,0
19536,0
19537,0
19538,0
19539,0
19540,0
19541,0
19542,0
19543,0
19544,1
19545,0
19546,0
19547,1
19548,0
19549,0
19550,0
19551,0
19552,0
19553,0
19554,0
19555,0
19556,0
19557,0
19558,0
19559,0
19560,0
19561,0
19562,0
19563,0
19564,0
19565,0
19566,0
19567,1
19568,0
19569,0
19570,0
19571,1
19572,1
19573,1
19574,1
19575,1
19576,1
19577,1
19578,0
19579,0
19580,0
19581,1
19582,0
19583,0
19584,0
19585,0
19586,1
19587,0
19588,0
19589,0
19590,0
19591,1
19592,0
19593,0
19594,0
19595,1
19596,0
19597,0
19598,0
19599,1
19600,0
19601,0
19602,0
19603,0
19604,0
19605,1
19606,0
19607,1
19608,0
19609,0
19610,0
19611,1
19612,0
19613,0
19614,0
19615,0
19616,1
19617,0
19618,1
19619,1
19620,0
19621,0
19622,1
19623,0
19624,0
19625,1
19626,0
19627,0
19628,0
19629,0
19630,0
19631,0
19632,0
19633,0
19634,0
19635,0
19636,0
19637,0
19638,0
19639,0
19640,0
19641,0
19642,0
19643,0
19644,0
19645,0
19646,0
19647,0
19648,0
19649,0
19650,0
19651,0
19652,0
19653,0
19654,0
19655,0
19656,1
19657,0
19658,0
19659,0
19660,1
19661,0
19662,0
19663,0
19664,0
19665,1
19666,1
19667,0
19668,0
19669,0
19670,0
19671,0
19672,0
19673,0
19674,0
19675,1
19676,0
19677,0
19678,0
19679,0
19680,0
19681,0
19682,0
19683,0
19684,0
19685,0
19686,0
19687,0
19688,0
19689,0
19690,0
19691,0
19692,0
19693,0
19694,0
19695,0
19696,1
19697,0
19698,1
19699,0
19700,0
19701,0
19702,0
19703,1
19704,0
19705,0
19706,1
19707,0
19708,0
19709,0
19710,0
19711,0
19712,0
19713,0
19714,0
19715,0
19716,0
19717,0
19718,1
19719,0
19720,0
19721,0
19722,0
19723,0
19724,0
19725,0
19726,0
19727,0
19728,0
19729,0
19730,0
19731,0
19732,0
19733,0
19734,0
19735,0
19736,0
19737,1
19738,0
19739,0
19740,0
19741,0
19742,0
19743,0
19744,0
19745,0
19746,0
19747,0
19748,0
19749,0
19750,0
19751,0
19752,0
19753,0
19754,0
19755,0
19756,1
19757,0
19758,0
19759,0
19760,0
19761,0
19762,0
19763,0
19764,1
19765,0
19766,0
19767,0
19768,0
19769,0
19770,1
19771,0
19772,0
19773,0
19774,0
19775,0
19776,0
19777,0
19778,0
19779,0
19780,0
19781,0
19782,1
19783,0
19784,0
19785,1
19786,0
19787,1
19788,0
19789,0
19790,0
19791,0
19792,0
19793,0
19794,0
19795,0
19796,0
19797,0
19798,0
19799,0
19800,0
19801,0
19802,0
19803,0
19804,0
19805,0
19806,0
19807,0
19808,1
19809,0
19810,1
19811,0
19812,0
19813,0
19814,1
19815,0
19816,0
19817,1
19818,0
19819,0
19820,0
19821,0
19822,0
19823,1
19824,0
19825,1
19826,0
19827,0
19828,1
19829,0
19830,1
19831,0
19832,0
19833,0
19834,0
19835,0
19836,0
19837,0
19838,0
19839,0
19840,0
19841,0
19842,0
19843,0
19844,0
19845,0
19846,0
19847,1
19848,0
19849,1
19850,0
19851,0
19852,0
19853,1
19854,0
19855,0
19856,0
19857,0
19858,0
19859,0
19860,0
19861,0
19862,0
19863,1
19864,1
19865,0
19866,0
19867,0
19868,1
19869,1
19870,1
19871,0
19872,0
19873,1
19874,0
19875,0
19876,0
19877,0
19878,1
19879,1
19880,0
19881,0
19882,0
19883,0
19884,1
19885,0
19886,0
19887,0
19888,0
19889,0
19890,0
19891,0
19892,0
19893,0
19894,0
19895,0
19896,1
19897,1
19898,0
19899,0
19900,0
19901,0
19902,1
19903,0
19904,0
19905,1
19906,0
19907,0
19908,0
19909,0
19910,0
19911,0
19912,1
19913,1
19914,0
19915,0
19916,0
19917,0
19918,0
19919,0
19920,0
19921,1
19922,1
19923,0
19924,1
19925,0
19926,0
19927,0
19928,1
19929,1
19930,0
19931,0
19932,0
19933,0
19934,0
19935,0
19936,0
19937,0
19938,0
19939,0
19940,0
19941,0
19942,0
19943,0
19944,0
19945,0
19946,0
19947,0
19948,0
19949,0
19950,1
19951,0
19952,0
19953,0
19954,0
19955,0
19956,0
19957,0
19958,0
19959,0
19960,0
19961,0
19962,0
19963,0
19964,0
19965,0
19966,0
19967,0
19968,0
19969,0
19970,1
19971,0
19972,0
19973,1
19974,1
19975,0
19976,0
19977,0
19978,0
19979,0
19980,0
19981,0
19982,0
19983,0
19984,1
19985,1
19986,0
19987,0
19988,0
19989,1
19990,1
19991,0
19992,0
19993,0
19994,0
19995,0
19996,1
19997,0
19998,0
19999,0
20000,0
20001,1
20002,0
20003,0
20004,0
20005,0
20006,0
20007,0
20008,0
20009,0
20010,0
20011,0
20012,0
20013,0
20014,0
20015,0
20016,0
20017,0
20018,0
20019,1
20020,0
20021,0
20022,0
20023,0
20024,0
20025,0
20026,0
20027,1
20028,0
20029,1
20030,0
20031,0
20032,0
20033,0
20034,1
20035,0
20036,1
20037,0
20038,0
20039,0
20040,0
20041,1
20042,0
20043,0
20044,0
20045,0
20046,1
20047,1
20048,1
20049,0
20050,0
20051,0
20052,0
20053,0
20054,0
20055,0
20056,0
20057,0
20058,0
20059,0
20060,0
20061,0
20062,0
20063,0
20064,0
20065,1
20066,0
20067,0
20068,1
20069,0
20070,0
20071,0
20072,0
20073,0
20074,1
20075,0
20076,0
20077,0
20078,1
20079,0
20080,0
20081,0
20082,0
20083,0
20084,0
20085,0
20086,0
20087,0
20088,0
20089,1
20090,1
20091,0
20092,0
20093,0
20094,1
20095,0
20096,0
20097,0
20098,0
20099,0
20100,0
20101,1
20102,0
20103,0
20104,0
20105,0
20106,0
20107,0
20108,0
20109,0
20110,0
20111,1
20112,0
20113,0
20114,0
20115,0
20116,0
20117,0
20118,0
20119,0
20120,0
20121,0
20122,0
20123,0
20124,0
20125,0
20126,0
20127,0
20128,0
20129,0
20130,0
20131,0
20132,0
20133,0
20134,0
20135,0
20136,0
20137,0
20138,0
20139,0
20140,1
20141,0
20142,0
20143,0
20144,0
20145,0
20146,0
20147,0
20148,0
20149,0
20150,0
20151,0
20152,0
20153,0
20154,0
20155,1
20156,0
20157,1
20158,0
20159,0
20160,1
20161,0
20162,1
20163,0
20164,0
20165,1
20166,0
20167,0
20168,0
20169,0
20170,0
20171,0
20172,0
20173,0
20174,1
20175,0
20176,0
20177,0
20178,1
20179,0
20180,1
20181,0
20182,0
20183,0
20184,0
20185,1
20186,0
20187,0
20188,0
20189,0
20190,1
20191,0
20192,0
20193,0
20194,0
20195,0
20196,0
20197,0
20198,0
20199,0
20200,0
20201,0
20202,0
20203,1
20204,0
20205,0
20206,1
20207,0
20208,0
20209,0
20210,1
20211,0
20212,0
20213,0
20214,0
20215,0
20216,0
20217,0
20218,0
20219,0
20220,0
20221,1
20222,0
20223,1
20224,1
20225,0
20226,0
20227,0
20228,1
20229,0
20230,0
20231,0
20232,0
20233,0
20234,0
20235,1
20236,0
20237,0
20238,0
20239,0
20240,0
20241,0
20242,0
20243,0
20244,0
20245,0
20246,0
20247,0
20248,0
20249,1
20250,0
20251,0
20252,0
20253,0
20254,0
20255,0
20256,0
20257,0
20258,1
20259,0
20260,1
20261,1
20262,0
20263,0
20264,0
20265,1
20266,0
20267,1
20268,0
20269,0
20270,0
20271,1
20272,0
20273,0
20274,0
20275,0
20276,1
20277,0
20278,0
20279,0
20280,0
20281,0
20282,1
20283,1
20284,0
20285,0
20286,0
20287,0
20288,0
20289,0
20290,0
20291,0
20292,0
20293,1
20294,0
20295,0
20296,0
20297,0
20298,0
20299,1
20300,0
20301,1
20302,0
20303,0
20304,0
20305,0
20306,0
20307,0
20308,0
20309,0
20310,0
20311,0
20312,0
20313,0
20314,0
20315,0
20316,0
20317,0
20318,0
20319,0
20320,0
20321,0
20322,0
20323,0
20324,1
20325,0
20326,1
20327,1
20328,0
20329,1
20330,0
20331,0
20332,0
20333,0
20334,0
20335,0
20336,0
20337,0
20338,0
20339,0
20340,0
20341,0
20342,0
20343,0
20344,0
20345,0
20346,0
20347,0
20348,1
20349,1
20350,0
20351,0
20352,0
20353,0
20354,0
20355,0
20356,0
20357,0
20358,0
20359,0
20360,0
20361,0
20362,0
20363,0
20364,0
20365,0
20366,1
20367,0
20368,0
20369,0
20370,0
20371,0
20372,0
20373,0
20374,0
20375,0
20376,1
20377,0
20378,0
20379,0
20380,0
20381,1
20382,0
20383,0
20384,0
20385,0
20386,0
20387,0
20388,0
20389,0
20390,0
20391,0
20392,1
20393,0
20394,0
20395,1
20396,0
20397,0
20398,0
20399,0
20400,0
20401,1
20402,0
20403,0
20404,0
20405,0
20406,0
20407,0
20408,0
20409,0
20410,0
20411,0
20412,0
20413,0
20414,0
20415,0
20416,0
20417,0
20418,0
20419,0
20420,0
20421,0
20422,0
20423,0
20424,0
20425,0
20426,0
20427,0
20428,0
20429,1
20430,0
20431,1
20432,0
20433,1
20434,0
20435,0
20436,0
20437,0
20438,0
20439,1
20440,1
20441,0
20442,0
20443,0
20444,1
20445,1
20446,0
20447,1
20448,0
20449,0
20450,0
20451,1
20452,1
20453,0
20454,0
20455,0
20456,0
20457,0
20458,0
20459,0
20460,0
20461,0
20462,0
20463,0
20464,1
20465,0
20466,0
20467,1
20468,0
20469,0
20470,0
20471,1
20472,0
20473,0
20474,0
20475,0
20476,0
20477,1
20478,0
